umap1,umap2,cluster,protein
10.916898,-1.2098793,116,Sphmag07G121200.1.p
6.809862,-0.41926852,-1,Sphmag07G041400.1.p
1.2468334,-0.65581316,123,Sphmag07G038700.1.p
13.82916,-7.8952694,31,Sphmag07G015800.1.p
5.8993726,-2.2286823,214,Sphmag07G094000.1.p
5.4215555,5.9075117,67,Sphmag07G102900.1.p
10.57201,6.1817355,-1,Sphmag07G031800.1.p
1.8033999,-0.891975,122,Sphmag07G064600.1.p
3.0492795,3.1874669,138,Sphmag07G084800.1.p
4.943271,-3.3597887,251,Sphmag07G072900.1.p
5.068863,-3.1645713,-1,Sphmag07G029700.1.p
7.406474,-5.8271713,137,Sphmag07G013000.1.p
4.609133,-3.9697208,-1,Sphmag07G032800.1.p
0.11680963,5.101711,42,Sphmag07G072700.1.p
1.6398247,-4.2295976,136,Sphmag07G048400.1.p
11.324947,6.7269907,242,Sphmag07G042400.1.p
7.4758897,3.7745526,215,Sphmag07G100400.1.p
-1.7743249,5.724583,29,Sphmag07G126600.1.p
4.4383707,-5.198892,137,Sphmag07G072400.1.p
4.7155585,0.68136084,158,Sphmag07G037900.1.p
0.8478469,0.66809845,75,Sphmag07G001100.1.p
5.8964314,1.5834231,207,Sphmag07G009900.1.p
3.6852086,-3.727819,-1,Sphmag07G005400.1.p
4.4297953,-0.31705245,148,Sphmag07G034500.1.p
3.1747549,-2.4155176,134,Sphmag07G055200.1.p
7.17074,-0.43896937,186,Sphmag07G041500.1.p
6.989106,-2.087669,150,Sphmag07G032100.1.p
8.060902,-6.208806,137,Sphmag07G094600.1.p
7.8320656,5.0436816,-1,Sphmag07G118700.1.p
8.364466,4.958731,166,Sphmag07G002900.1.p
3.3460243,-3.3219156,196,Sphmag07G005700.1.p
6.4747458,-4.9143643,137,Sphmag07G039800.1.p
10.996805,-1.1479225,116,Sphmag07G130300.1.p
8.281463,1.3679975,-1,Sphmag07G099700.1.p
9.674688,5.1440663,233,Sphmag07G042300.1.p
6.449346,3.4572237,-1,Sphmag07G095100.1.p
3.910213,-1.5016538,-1,Sphmag07G003600.1.p
6.1780157,3.1661506,202,Sphmag07G017700.1.p
8.599042,3.0087407,-1,Sphmag07G078900.1.p
3.792916,-4.8327723,248,Sphmag07G039000.1.p
3.1946263,-4.0612664,-1,Sphmag07G049900.1.p
14.795022,-9.660052,-1,Sphmag07G106300.1.p
6.0009713,-5.5258493,137,Sphmag07G046700.1.p
9.052005,-4.6830826,-1,Sphmag07G012800.1.p
5.3996277,0.12511916,193,Sphmag07G119400.1.p
11.277425,6.832093,242,Sphmag07G099400.1.p
4.551012,0.5222972,158,Sphmag07G105700.1.p
3.653089,4.253166,146,Sphmag07G086300.1.p
5.653222,-0.86815375,225,Sphmag07G070500.1.p
5.4483247,3.469758,183,Sphmag07G094900.1.p
4.3932076,-3.7127028,251,Sphmag07G056100.1.p
7.437097,1.7002113,211,Sphmag07G064000.1.p
6.392135,-2.0452461,-1,Sphmag07G038600.1.p
9.994235,5.3319488,233,Sphmag07G077000.1.p
1.8119307,-4.185163,136,Sphmag07G022100.1.p
9.965944,5.428768,233,Sphmag07G087900.1.p
10.632483,-1.4146024,-1,Sphmag07G036700.1.p
5.4059343,-1.6967093,214,Sphmag07G070800.1.p
7.0025463,-0.0694368,210,Sphmag07G051500.1.p
13.535884,-2.558455,56,Sphmag07G073400.1.p
5.3371563,-6.7705483,-1,Sphmag07G063600.1.p
9.490386,0.5844081,121,Sphmag07G068400.1.p
5.991704,-6.17944,137,Sphmag07G121800.1.p
5.232287,0.927459,200,Sphmag07G071500.1.p
4.5797877,-1.8168718,-1,Sphmag07G038000.1.p
6.2037344,3.0701196,202,Sphmag07G083500.1.p
10.709,5.9781055,234,Sphmag07G080300.1.p
12.077636,6.4819026,236,Sphmag07G043600.1.p
10.959264,-8.842318,44,Sphmag07G063400.1.p
10.702549,0.8652408,-1,Sphmag07G011800.1.p
6.338956,-3.098207,-1,Sphmag07G041300.1.p
4.7639513,3.562455,163,Sphmag07G047600.1.p
7.8846135,-0.0066093057,-1,Sphmag07G089800.1.p
4.9145465,-3.2829351,251,Sphmag07G057200.1.p
6.6195197,2.6343026,-1,Sphmag07G022000.1.p
2.9605463,0.58860356,99,Sphmag07G053400.1.p
1.5316665,-1.0609579,122,Sphmag07G043700.1.p
4.652298,-9.086686,63,Sphmag07G096700.1.p
6.1532393,-2.5265698,-1,Sphmag07G037100.1.p
5.806514,-0.59273136,226,Sphmag07G128900.1.p
2.558776,11.564609,18,Sphmag07G018100.1.p
4.802878,1.0741848,-1,Sphmag07G019700.1.p
14.309852,9.090428,8,Sphmag07G013300.1.p
5.921655,3.0490718,203,Sphmag07G129000.1.p
8.829011,4.22809,-1,Sphmag07G117500.1.p
3.2216063,3.7127967,143,Sphmag07G105500.1.p
5.782609,-2.8971252,-1,Sphmag07G016900.1.p
2.5118835,11.118486,18,Sphmag07G058500.1.p
12.81546,2.4894996,50,Sphmag07G012200.1.p
8.779191,9.666089,58,Sphmag07G096400.1.p
3.779205,-5.701984,-1,Sphmag07G049400.1.p
3.744079,-4.6572175,248,Sphmag07G104100.1.p
6.0953507,3.0686133,202,Sphmag07G059700.1.p
8.769451,5.3496723,106,Sphmag07G103200.1.p
8.40541,4.666235,-1,Sphmag07G040600.1.p
13.827546,-7.8945003,31,Sphmag07G015700.1.p
11.250299,6.523199,242,Sphmag07G029400.1.p
2.6240876,11.584566,18,Sphmag07G130800.1.p
7.985975,0.62826216,189,Sphmag07G004400.1.p
8.166524,3.601906,-1,Sphmag07G012400.1.p
13.829731,-7.8965144,31,Sphmag07G015900.1.p
6.757461,3.081369,-1,Sphmag07G026500.1.p
5.8012652,1.7544469,206,Sphmag07G114900.1.p
9.2415,2.7860887,-1,Sphmag07G127600.1.p
9.267311,12.082507,30,Sphmag07G078300.1.p
4.3957057,-0.03510913,148,Sphmag07G083300.1.p
8.775345,5.5195045,106,Sphmag07G021600.1.p
13.829878,-7.8968844,31,Sphmag07G016100.1.p
10.03391,2.0146914,112,Sphmag07G015000.1.p
7.2391105,2.9810948,213,Sphmag07G081300.1.p
5.092014,1.6808075,-1,Sphmag07G069600.1.p
-0.5885537,-2.497848,54,Sphmag07G065500.1.p
13.447317,-2.433171,-1,Sphmag07G042200.1.p
6.7466764,-6.2287135,137,Sphmag07G100200.1.p
0.8587927,0.65353113,75,Sphmag07G006400.1.p
7.4592166,2.0152814,211,Sphmag07G108000.1.p
3.4106908,-4.085427,-1,Sphmag07G036200.1.p
10.592146,-1.4829612,126,Sphmag07G042000.1.p
2.9255617,13.54903,-1,Sphmag07G102300.1.p
7.0085006,5.4292583,59,Sphmag07G105200.1.p
8.653774,-0.6790337,169,Sphmag07G073300.1.p
8.458998,5.0362234,166,Sphmag07G004600.1.p
6.0048695,3.1683567,-1,Sphmag07G113200.1.p
5.223645,3.127982,-1,Sphmag07G046300.1.p
18.635878,2.846245,3,Sphmag07G052300.1.p
5.3973756,-1.0029441,224,Sphmag07G113300.1.p
13.102624,0.17619383,82,Sphmag07G068300.1.p
10.425513,-5.3741875,53,Sphmag07G017400.1.p
7.070734,-1.7352207,150,Sphmag07G084400.1.p
4.588005,-1.4963381,154,Sphmag07G113700.1.p
9.944879,1.3704615,109,Sphmag07G030000.1.p
4.0319004,3.9191852,146,Sphmag07G093300.1.p
-4.7825413,-4.483026,9,Sphmag07G124800.1.p
9.699721,6.219963,208,Sphmag07G119300.1.p
5.853713,-2.2029676,214,Sphmag07G011700.1.p
7.98984,3.4440875,217,Sphmag07G048000.1.p
11.712954,0.789679,73,Sphmag07G038900.1.p
6.4133143,-2.9159749,160,Sphmag07G065100.1.p
-3.5315504,2.1123924,43,Sphmag07G027300.1.p
15.69262,-2.657234,5,Sphmag07G063900.1.p
7.455546,3.5409281,-1,Sphmag07G015600.1.p
7.8993235,0.9756128,189,Sphmag07G068600.1.p
6.62224,3.7851827,-1,Sphmag07G028600.1.p
5.217108,-2.1619542,214,Sphmag07G036400.1.p
3.260827,4.114984,145,Sphmag07G112100.1.p
6.4583497,-2.8589995,160,Sphmag07G056200.1.p
8.111957,-0.89594364,149,Sphmag07G028400.1.p
7.549962,0.27188703,-1,Sphmag07G130900.1.p
4.1304064,-3.3556058,-1,Sphmag07G070400.1.p
6.0641117,-2.4669633,-1,Sphmag07G084700.1.p
5.039955,-5.5820084,137,Sphmag07G040100.1.p
7.179342,-0.7093707,-1,Sphmag07G112600.1.p
10.591141,-1.4863157,126,Sphmag07G042500.1.p
5.3920045,-4.115957,-1,Sphmag07G046400.1.p
8.763731,-4.063419,86,Sphmag07G006200.1.p
-6.750337,-4.497588,9,Sphmag07G118500.1.p
6.8701925,-6.245483,137,Sphmag07G117100.1.p
11.693424,0.77804524,73,Sphmag07G025700.1.p
6.007853,1.5776247,207,Sphmag07G022200.1.p
5.6863465,-3.153501,-1,Sphmag07G053300.1.p
7.2947187,1.8611039,-1,Sphmag07G082700.1.p
18.368444,2.4928918,3,Sphmag07G127300.1.p
5.524201,-1.540663,-1,Sphmag07G086900.1.p
11.168159,-0.33890712,88,Sphmag07G034900.1.p
18.48195,2.6021855,3,Sphmag07G036600.1.p
8.641555,3.273711,-1,Sphmag07G097000.1.p
3.7817156,2.591347,79,Sphmag07G117400.1.p
4.358865,-0.2111719,148,Sphmag07G069400.1.p
2.9559608,0.19034438,98,Sphmag07G096900.1.p
10.319452,5.868874,235,Sphmag07G073000.1.p
5.148374,1.6478109,180,Sphmag07G023900.1.p
11.701742,9.979679,69,Sphmag07G117900.1.p
6.639285,-1.633376,-1,Sphmag07G107200.1.p
3.558989,-3.90575,-1,Sphmag07G098900.1.p
8.603672,-4.0141826,86,Sphmag07G001200.1.p
4.9146724,1.3026679,181,Sphmag07G106800.1.p
3.101734,-4.9979715,172,Sphmag07G053200.1.p
6.2720833,2.6611726,-1,Sphmag07G100600.1.p
5.297549,-2.7334204,250,Sphmag07G097300.1.p
12.120092,7.2596045,-1,Sphmag07G096300.1.p
16.328491,4.8259435,17,Sphmag07G058100.1.p
-8.185962,1.4702072,14,Sphmag07G007800.1.p
11.115478,-9.002346,44,Sphmag07G101200.1.p
-3.4026315,2.224654,43,Sphmag07G051300.1.p
4.400133,-4.5165596,-1,Sphmag07G126100.1.p
3.6394067,-3.7153227,-1,Sphmag07G003100.1.p
6.254545,0.34354323,232,Sphmag07G000700.1.p
6.4928317,-0.25566152,-1,Sphmag07G059500.1.p
-1.2758826,-7.1151843,39,Sphmag07G084100.1.p
10.465175,-1.2922297,126,Sphmag07G119200.1.p
3.4481468,-3.5453413,-1,Sphmag07G082200.1.p
8.729407,-2.9873924,76,Sphmag07G074400.1.p
4.506156,-5.449032,137,Sphmag07G082800.1.p
3.896862,-4.540515,-1,Sphmag07G020000.1.p
3.5365515,-3.3063445,-1,Sphmag07G002600.1.p
6.642883,-0.6086872,230,Sphmag07G128700.1.p
5.680835,-1.271559,224,Sphmag07G062700.1.p
4.0469866,-3.0496695,185,Sphmag07G040000.1.p
10.49913,-1.1908209,126,Sphmag07G066000.1.p
9.333893,4.705355,-1,Sphmag07G029600.1.p
6.427674,3.2094893,-1,Sphmag07G046000.1.p
6.8117523,-2.436567,-1,Sphmag07G114100.1.p
3.2653923,-4.404928,247,Sphmag07G109400.1.p
5.6722927,-2.1596482,-1,Sphmag07G054000.1.p
8.664687,5.4951653,106,Sphmag07G022800.1.p
6.9904084,1.1987798,164,Sphmag07G026600.1.p
3.3843012,-6.724397,100,Sphmag07G105300.1.p
6.7868257,-4.8857055,137,Sphmag07G045200.1.p
11.132093,7.7745466,104,Sphmag07G081600.1.p
5.94811,-2.1038065,214,Sphmag07G090000.1.p
8.923568,4.713248,-1,Sphmag07G056700.1.p
3.3695686,-5.535696,-1,Sphmag07G029800.1.p
8.977506,12.362885,30,Sphmag07G040500.1.p
9.987618,1.658574,109,Sphmag07G028100.1.p
6.583892,-2.6368005,-1,Sphmag07G092600.1.p
3.0040164,0.6932358,99,Sphmag07G051700.1.p
11.1877365,-2.0052493,-1,Sphmag07G087500.1.p
6.932848,-0.49621385,-1,Sphmag07G021400.1.p
3.4519737,-0.5105116,-1,Sphmag07G095000.1.p
3.6286924,-3.3184273,-1,Sphmag07G086500.1.p
7.6699815,-1.923286,132,Sphmag07G041900.1.p
3.2071073,-0.14559875,-1,Sphmag07G059300.1.p
8.2402115,-1.5238831,93,Sphmag07G079100.1.p
4.7427793,-4.263799,-1,Sphmag07G047900.1.p
0.07926304,10.025609,23,Sphmag07G086800.1.p
9.44497,4.644786,243,Sphmag07G044700.1.p
1.7356715,-3.6314356,135,Sphmag07G043100.1.p
9.668578,2.148178,-1,Sphmag07G070700.1.p
10.966892,-8.849417,44,Sphmag07G064200.1.p
3.9756355,-4.024628,246,Sphmag07G100500.1.p
1.6624933,-0.7636698,-1,Sphmag07G079900.1.p
6.2679915,-3.953003,97,Sphmag07G088100.1.p
7.443967,3.0361829,213,Sphmag07G047200.1.p
-1.7687778,5.7225814,29,Sphmag07G126700.1.p
8.058918,4.8334775,166,Sphmag07G003300.1.p
8.861226,-3.8709066,86,Sphmag07G006600.1.p
6.5342135,0.43412116,-1,Sphmag07G076500.1.p
10.035316,-0.18811448,128,Sphmag07G033800.1.p
5.8443694,-0.62443864,226,Sphmag07G074500.1.p
12.599582,0.6900974,81,Sphmag07G025100.1.p
7.782181,2.153103,-1,Sphmag07G116000.1.p
11.473721,6.303275,239,Sphmag07G022600.1.p
4.9445553,1.7997212,131,Sphmag07G115800.1.p
3.9370697,-4.7151375,-1,Sphmag07G116500.1.p
5.9780054,3.4537635,-1,Sphmag07G056400.1.p
4.254937,4.628453,140,Sphmag07G092500.1.p
2.1666703,-3.3645787,-1,Sphmag07G027800.1.p
6.1924844,0.35042578,232,Sphmag07G042100.1.p
3.5330942,3.7642527,142,Sphmag07G124900.1.p
14.7493725,2.6949492,71,Sphmag07G130600.1.p
3.8525145,-4.282763,-1,Sphmag07G018600.1.p
6.6772485,-1.0963353,-1,Sphmag07G016400.1.p
9.965367,0.19107595,-1,Sphmag07G097200.1.p
-3.8765037,6.335926,24,Sphmag07G068000.1.p
3.3613493,3.6457317,-1,Sphmag07G110800.1.p
5.273004,-3.4291923,-1,Sphmag07G044600.1.p
9.654329,5.1275086,233,Sphmag07G042800.1.p
2.4562976,-0.21586569,-1,Sphmag07G050700.1.p
7.0083027,0.14442405,210,Sphmag07G085100.1.p
6.793221,3.8424313,-1,Sphmag07G082400.1.p
9.259352,3.9724438,237,Sphmag07G051900.1.p
8.742989,5.331216,106,Sphmag07G103300.1.p
7.477748,1.7775753,211,Sphmag07G023700.1.p
-0.26803988,-2.4637017,54,Sphmag07G055000.1.p
10.366214,-1.042766,-1,Sphmag07G010900.1.p
4.726718,-1.1289976,-1,Sphmag07G031700.1.p
6.561374,-0.19650292,-1,Sphmag07G058000.1.p
9.0189,-4.578687,87,Sphmag07G030100.1.p
4.595877,-1.974779,-1,Sphmag07G120300.1.p
9.338297,4.166335,-1,Sphmag07G073700.1.p
8.800446,5.511243,106,Sphmag07G021000.1.p
-3.7605836,6.219784,24,Sphmag07G125700.1.p
5.3381066,0.40259892,-1,Sphmag07G046500.1.p
5.7589765,-6.0215783,137,Sphmag07G106600.1.p
6.454443,6.1169643,59,Sphmag07G027600.1.p
-0.96586,-7.3172464,38,Sphmag07G014000.1.p
-5.995002,1.1344352,14,Sphmag07G027500.1.p
7.304683,3.0800736,-1,Sphmag07G090400.1.p
4.797912,1.0850208,-1,Sphmag07G110700.1.p
5.7317514,2.8522885,-1,Sphmag07G105600.1.p
8.32559,-6.28034,137,Sphmag07G127500.1.p
6.721516,-5.552457,137,Sphmag07G088500.1.p
5.770433,-5.482201,137,Sphmag07G043500.1.p
5.572141,1.6839596,206,Sphmag07G085600.1.p
3.5129685,-4.6109505,248,Sphmag07G061400.1.p
4.646983,-0.40765724,148,Sphmag07G075900.1.p
8.104394,4.7585707,166,Sphmag07G003000.1.p
4.670455,1.4476827,-1,Sphmag07G036100.1.p
3.4820461,3.727591,142,Sphmag07G110400.1.p
8.281758,4.930736,166,Sphmag07G005900.1.p
0.93670124,0.5483901,75,Sphmag07G001900.1.p
7.1749206,-1.5993708,152,Sphmag07G057800.1.p
7.780061,0.47117916,-1,Sphmag07G024500.1.p
12.825071,-0.8596034,-1,Sphmag07G050000.1.p
7.4023805,1.7989194,211,Sphmag07G122400.1.p
3.7972624,-4.8173366,248,Sphmag07G049700.1.p
11.714506,9.988776,69,Sphmag07G118000.1.p
7.8719783,-6.0045004,137,Sphmag07G016200.1.p
2.9876294,0.6330838,99,Sphmag07G052500.1.p
5.653589,1.8289384,206,Sphmag07G014700.1.p
8.804407,4.1112056,-1,Sphmag07G030500.1.p
4.533093,-3.5231774,251,Sphmag07G004500.1.p
3.9446433,-3.247398,-1,Sphmag07G031200.1.p
8.697607,-3.9860709,86,Sphmag07G034100.1.p
4.193297,-2.8395724,-1,Sphmag07G126000.1.p
7.5934224,-0.045932803,191,Sphmag07G118800.1.p
3.3580244,4.378192,146,Sphmag07G023200.1.p
8.842499,5.509062,106,Sphmag07G021300.1.p
-0.8204269,-6.9872036,35,Sphmag07G123100.1.p
8.581072,-4.042729,86,Sphmag07G006500.1.p
4.6002407,-2.938351,-1,Sphmag07G043900.1.p
4.6204734,4.2353,140,Sphmag07G058900.1.p
7.049137,2.435886,-1,Sphmag07G125100.1.p
12.929947,0.40848544,82,Sphmag07G010800.1.p
11.314008,6.699382,242,Sphmag07G099900.1.p
7.9360228,-2.232375,133,Sphmag07G119800.1.p
10.629485,6.525106,-1,Sphmag07G077500.1.p
7.254068,-0.7656881,-1,Sphmag07G005100.1.p
-0.95693624,2.488036,65,Sphmag07G108200.1.p
6.792996,-2.5627341,-1,Sphmag07G095700.1.p
2.707474,-5.8391023,141,Sphmag07G119500.1.p
8.462053,3.5806556,221,Sphmag07G109800.1.p
6.2816334,0.28247002,232,Sphmag07G043300.1.p
10.155124,5.575744,235,Sphmag07G052700.1.p
10.830897,6.323159,241,Sphmag07G057500.1.p
-6.321606,1.2171359,14,Sphmag07G066300.1.p
4.399895,-1.761333,154,Sphmag07G127900.1.p
10.002731,0.9461895,110,Sphmag07G060700.1.p
5.808016,2.9828863,203,Sphmag07G061000.1.p
5.4865427,-5.8116207,137,Sphmag07G072100.1.p
9.910998,1.5615832,109,Sphmag07G089000.1.p
10.5770235,-1.4977989,126,Sphmag07G000100.1.p
4.4376974,-0.27540687,148,Sphmag07G034400.1.p
4.1939206,4.333322,-1,Sphmag07G088200.1.p
5.9876823,-5.929918,137,Sphmag07G069000.1.p
7.1166973,-5.9823456,137,Sphmag07G116900.1.p
3.7526813,-3.2227228,-1,Sphmag07G077100.1.p
5.3754797,-0.83065987,224,Sphmag07G060200.1.p
12.3593,6.7745976,-1,Sphmag07G017500.1.p
7.4636335,-5.387461,137,Sphmag07G036000.1.p
4.8026767,-3.3448386,251,Sphmag07G120800.1.p
11.703763,0.7828648,73,Sphmag07G044500.1.p
10.573615,9.872121,70,Sphmag07G033200.1.p
5.5733705,-1.4910887,219,Sphmag07G038800.1.p
3.8324378,-4.30161,-1,Sphmag07G019200.1.p
4.666783,0.79572886,158,Sphmag07G106500.1.p
3.1650739,-4.872317,172,Sphmag07G040700.1.p
11.344486,6.3266473,239,Sphmag07G025400.1.p
7.406071,2.0015297,211,Sphmag07G060500.1.p
3.3946335,-6.672664,100,Sphmag07G127700.1.p
6.9811416,0.87828714,194,Sphmag07G026000.1.p
7.733217,1.4104201,-1,Sphmag07G115900.1.p
4.1782413,4.0658445,-1,Sphmag07G018700.1.p
0.67113334,0.916927,75,Sphmag07G002500.1.p
2.3079898,1.163344,92,Sphmag07G104400.1.p
2.8785164,-5.6163874,141,Sphmag07G069300.1.p
2.927796,-5.6266403,141,Sphmag07G044100.1.p
-1.7739304,5.7244625,29,Sphmag07G126400.1.p
5.6082716,1.6996213,206,Sphmag07G122500.1.p
5.9628534,-0.36548877,227,Sphmag07G120200.1.p
4.250782,3.8521554,146,Sphmag07G067200.1.p
-6.190432,1.1585354,14,Sphmag07G087300.1.p
4.250785,-1.5538263,-1,Sphmag07G089100.1.p
6.3984227,6.2118244,59,Sphmag07G067000.1.p
7.0119057,-5.4837604,137,Sphmag07G050800.1.p
9.409122,4.747311,243,Sphmag07G130500.1.p
4.712165,-3.0384798,-1,Sphmag07G055900.1.p
6.9197865,-6.1229763,137,Sphmag07G016500.1.p
5.3560843,-5.2594514,137,Sphmag07G062200.1.p
-0.074621014,-0.9684513,89,Sphmag07G094800.1.p
3.9282656,-3.28978,-1,Sphmag07G065800.1.p
0.8886516,0.61167943,75,Sphmag07G007000.1.p
0.8934156,0.6771953,75,Sphmag07G006700.1.p
4.9395537,0.6593772,-1,Sphmag07G072800.1.p
4.122232,3.7243075,-1,Sphmag07G019000.1.p
2.9359808,-3.9638536,197,Sphmag07G115400.1.p
9.428338,0.6551619,121,Sphmag07G009800.1.p
8.29435,7.6032033,47,Sphmag07G096200.1.p
8.752955,-3.9747884,86,Sphmag07G003800.1.p
6.9436755,3.111457,-1,Sphmag07G095900.1.p
1.7636998,-3.7165105,135,Sphmag07G109000.1.p
8.095833,4.747413,166,Sphmag07G004100.1.p
-1.5340301,3.244845,64,Sphmag07G063200.1.p
9.252114,4.717004,-1,Sphmag07G082500.1.p
12.004949,6.423461,-1,Sphmag07G110600.1.p
3.1341267,-5.5719,-1,Sphmag07G123000.1.p
8.867491,-3.8568637,86,Sphmag07G001300.1.p
6.652016,1.0635194,-1,Sphmag07G000500.1.p
6.5851,-0.27114674,-1,Sphmag07G093200.1.p
5.320682,-1.5987986,-1,Sphmag07G009600.1.p
5.437362,-4.640802,-1,Sphmag07G090100.1.p
11.723953,0.79683536,73,Sphmag07G069100.1.p
4.821284,-5.580892,137,Sphmag07G067500.1.p
10.95086,6.3882823,-1,Sphmag07G023400.1.p
3.744983,-3.77346,-1,Sphmag07G014200.1.p
1.2613863,-0.26838613,-1,Sphmag07G005300.1.p
7.0286503,-2.049139,150,Sphmag07G055600.1.p
3.4893925,0.5321071,-1,Sphmag07G114600.1.p
8.352975,4.7283792,-1,Sphmag07G002200.1.p
5.6982565,3.1103165,-1,Sphmag07G043800.1.p
5.76715,-2.0849094,214,Sphmag07G084300.1.p
11.21139,6.851623,242,Sphmag07G120600.1.p
1.7543037,-3.5887337,135,Sphmag07G029100.1.p
-1.7747645,5.724903,29,Sphmag07G126200.1.p
6.695053,0.2891975,-1,Sphmag07G011400.1.p
7.1918774,-6.1733294,137,Sphmag07G114200.1.p
5.9172025,-0.42659694,227,Sphmag07G075600.1.p
8.322099,0.017926712,173,Sphmag07G109100.1.p
4.745496,-3.0668077,-1,Sphmag07G116600.1.p
3.8093092,-4.426465,-1,Sphmag07G011900.1.p
6.9509063,-2.0103474,150,Sphmag07G125600.1.p
7.0602994,3.7888043,215,Sphmag07G107300.1.p
8.828858,4.178079,245,Sphmag07G018900.1.p
5.4407063,5.8805017,67,Sphmag07G090800.1.p
7.812576,-6.084201,137,Sphmag07G070600.1.p
8.67667,9.808913,58,Sphmag07G120700.1.p
8.745081,5.3174157,106,Sphmag07G103600.1.p
8.138731,2.2294264,170,Sphmag07G081200.1.p
8.421957,-6.2258387,137,Sphmag07G078400.1.p
8.768623,5.3488235,106,Sphmag07G103100.1.p
7.0875425,-2.6906707,162,Sphmag07G065600.1.p
4.456426,-1.7447801,154,Sphmag07G011000.1.p
4.564869,-4.222626,174,Sphmag07G124500.1.p
8.515251,-6.0234723,137,Sphmag07G092700.1.p
6.8141074,-2.4280055,-1,Sphmag07G046900.1.p
5.307464,-2.7334938,250,Sphmag07G066500.1.p
2.9428053,0.6423645,99,Sphmag07G051800.1.p
3.327901,-4.465489,247,Sphmag07G086400.1.p
6.315763,-3.10367,-1,Sphmag07G033700.1.p
3.8252418,-4.8194733,248,Sphmag07G097500.1.p
10.804985,6.549808,242,Sphmag07G052000.1.p
9.196253,-4.5004935,87,Sphmag07G030200.1.p
10.661882,6.0850058,-1,Sphmag07G128200.1.p
5.3746443,1.1368954,-1,Sphmag07G072200.1.p
6.645476,5.97678,59,Sphmag07G041100.1.p
8.708398,5.2259083,106,Sphmag07G103900.1.p
11.114709,-9.001991,44,Sphmag07G017000.1.p
8.160371,3.6503258,217,Sphmag07G081700.1.p
11.176102,-9.057019,44,Sphmag07G101300.1.p
8.483801,3.1074703,201,Sphmag07G098200.1.p
5.4101257,0.5375238,-1,Sphmag07G046800.1.p
10.515504,5.721909,-1,Sphmag07G129700.1.p
7.4363427,0.020921797,191,Sphmag07G003400.1.p
12.637992,0.6843773,81,Sphmag07G128300.1.p
7.2884126,-4.8139606,-1,Sphmag07G014800.1.p
2.5766995,11.551251,18,Sphmag07G048900.1.p
2.5059686,11.20611,18,Sphmag07G029500.1.p
5.152961,-1.5520695,-1,Sphmag07G085200.1.p
7.232056,-6.615909,137,Sphmag07G080700.1.p
3.2484121,4.481735,146,Sphmag07G097600.1.p
9.039865,-2.5904505,77,Sphmag07G076700.1.p
6.4013915,6.205761,59,Sphmag07G014900.1.p
6.3264165,-5.677064,137,Sphmag07G091000.1.p
1.0183392,-4.3333,84,Sphmag07G019800.1.p
10.733703,2.016318,95,Sphmag07G010100.1.p
8.5122595,3.41157,-1,Sphmag07G082100.1.p
8.731141,-4.032992,86,Sphmag07G002700.1.p
8.981413,12.358555,30,Sphmag07G058200.1.p
7.530095,3.2172654,-1,Sphmag07G048100.1.p
13.557871,-2.5210238,56,Sphmag07G073500.1.p
0.6539377,0.9162235,75,Sphmag07G004000.1.p
4.654338,-0.4179873,148,Sphmag07G071100.1.p
5.4899235,-1.6506847,214,Sphmag07G037700.1.p
18.640108,2.8435628,3,Sphmag07G054900.1.p
5.913638,1.527625,-1,Sphmag07G022400.1.p
4.9915447,-2.4483073,214,Sphmag07G043200.1.p
10.332013,2.877361,113,Sphmag07G026200.1.p
11.0006275,5.6134987,176,Sphmag07G021700.1.p
7.09215,-4.901931,137,Sphmag07G089900.1.p
8.686116,3.3277936,-1,Sphmag07G115300.1.p
7.6241417,1.4943423,-1,Sphmag07G027000.1.p
3.264739,-4.964914,-1,Sphmag07G104900.1.p
8.976435,4.88962,-1,Sphmag07G079300.1.p
8.596116,4.529722,-1,Sphmag07G111500.1.p
-0.6437336,2.4498174,65,Sphmag07G066600.1.p
4.311665,0.9778361,-1,Sphmag07G028900.1.p
13.471983,-2.5419078,56,Sphmag07G129300.1.p
12.449042,-10.720612,-1,Sphmag07G080900.1.p
6.9201565,-2.640238,162,Sphmag07G064800.1.p
6.4758825,1.7156259,-1,Sphmag07G109900.1.p
9.04547,2.2390404,129,Sphmag07G126900.1.p
18.451605,2.5708673,3,Sphmag07G049800.1.p
3.9849105,-4.1298122,-1,Sphmag07G054600.1.p
5.4268537,-1.3749217,219,Sphmag07G113000.1.p
8.557263,4.5122905,-1,Sphmag07G016000.1.p
7.69984,-0.380426,-1,Sphmag07G007900.1.p
3.2558455,-0.11987866,-1,Sphmag07G065900.1.p
5.8719788,0.26717556,-1,Sphmag07G093100.1.p
8.272536,1.4156778,-1,Sphmag07G099300.1.p
4.5951643,-3.6359246,251,Sphmag07G120100.1.p
6.5905957,3.3640902,-1,Sphmag07G125500.1.p
4.031414,-2.899156,185,Sphmag07G106400.1.p
8.685702,-3.971554,86,Sphmag07G006100.1.p
-6.4467854,-2.495669,10,Sphmag07G092300.1.p
3.9940763,-4.425257,248,Sphmag07G060300.1.p
7.1047993,0.5475172,210,Sphmag07G067800.1.p
13.829141,-7.8956504,31,Sphmag07G014600.1.p
9.526028,0.110885926,-1,Sphmag07G059000.1.p
7.4484863,3.7899375,215,Sphmag07G059600.1.p
5.030018,-3.555029,251,Sphmag07G045700.1.p
